person_id,Name,Role,email,phone,linkedin,City,State,Country
22314,Samarth Henderson,Senior React JS Developer,samarth_henderson@gmail.com,8546253956,,Springfield,Illinois,United States
22315,Samarth Hill,Always Orisha,samarth_hill@gmail.com,8206931169,https://www.linkedin.com/in/evan-hayes-181ba0181/,Bangor,Wales,United Kingdom
22316,Samarth Holloway,Owner of Escape Tybee,samarthholloway@gmail.com,9257276297,,Tallahassee,Florida,United States
22317,Samarth Holmes,Gitcoin - Front-end Developer,samarthholmes@gmail.com,6879502582,,Hubballi,Karnataka,India
22318,Samarth Hopkins,Front End Developer,samarthhopkins@gmail.com,9937574575,,Chicago,Illinois,United States
22319,Samarth Howard,"UX/UI Designer, Developer, Project Management",samarth_howard@gmail.com,8801990875,,Gandhinagar,Gujarat,India
22320,Samarth Hughes,Front End Engineer,samarthhughes@gmail.com,6981261612,http://maheshrodrigo.org,Nizamabad,Telangana,India
22321,Samarth Hunt,Sr. React Software Developer,samarth_hunt@gmail.com,8856424098,na,Vadodara,Gujarat,India
22322,Samarth Hunter,Sr. Front End Developer,shunter82@gmail.com,6411272977,,Surrey,British Columbia,Canada
22323,Samarth Jackson,Candidate Name,sjackson11@gmail.com,8947974503,LinkedIn Link,Ottawa,Ontario,Canada
22324,Samarth Jenkins,Web Developer ( Front- End) Web Developer (Front-End) Web Developer ( Front- End),samarthjenkins@gmail.com,6049368737,,Hyderabad,Telangana,India
22325,Samarth Johnson,JSON Burke,samarth_johnson@gmail.com,9750976500,,Newcastle,New South Wales,Australia
22326,Samarth Jones,Sr UI/UX Developer,samarthjones@gmail.com,6064764392,,Sacramento,California,United States
22327,Samarth Kelly,Front- End Web Developer,samarth.kelly@gmail.com,8934956531,,Mangaluru,Karnataka,India
22328,Samarth Robinson,Sr. Front End Developer,samarth.robinson@gmail.com,7025894914,,Salem,Tamil Nadu,India
22329,Samarth Knight,Front- End Developer,samarth_knight@gmail.com,9084966279,,Nagpur,Maharashtra,India
22330,Samarth Lawrence,John Garrett,samarthlawrence@gmail.com,8507663093,,Vancouver,British Columbia,Canada
22331,Samarth Lewis,Front- End Developer,slewis64@gmail.com,8449295616,,Orlando,Florida,United States
22332,Samarth Lloyd,Aaron R. Sims,slloyd17@gmail.com,6530002416,https://www.linkedin.com/in/aaronrs2002,New Delhi,Delhi,India
22333,Samarth Marshall,Aldan,samarth.marshall@gmail.com,9816360547,,Laval,Quebec,Canada
22334,Samarth Martin,Lead Sales Manager,samarth.martin@gmail.com,9123140845,,Bengaluru,Karnataka,India
22335,Samarth Mason,Production Superintendent,samarthmason@gmail.com,7352212444,,Rajkot,Gujarat,India
22336,Samarth Matthews,Daniel Kron,samarth.matthews@gmail.com,9902317953,http://linkedin.com/in/dankron314,Belagavi,Karnataka,India
22337,Samarth Miller,Gregg Moore,samarthmiller@gmail.com,7724248054,http://linkedin.com/in/greggmooreatx,Surat,Gujarat,India
22338,Samarth Mills,Front End Developer/Adobe AEM,samarth.mills@gmail.com,9636638864,,Fort Worth,Texas,United States
22339,Samarth Mitchell,Job Seeker,smitchell57@gmail.com,6668700344,linkedin.com/in/tom-wall-103a097/,San Jose,California,United States
22340,Samarth Moore,Damon Jacoby,samarthmoore@gmail.com,6986325404,http://Linkedin.com/pub/damon-jacoby/22/7b3/486,Dallas,Texas,United States
22341,Samarth Morgan,Laura Cecil,samarthmorgan@gmail.com,9592861615,https://www.linkedin.com/in/lauracecil,Vadodara,Gujarat,India
22342,Samarth Morris,Front End Developer,samarth.morris@gmail.com,7119081858,,Pune,Maharashtra,India
22343,Samarth Murray,Sr. Web Developer,samarth.murray@gmail.com,9503267933,,Gatineau,Quebec,Canada
22344,Samarth Myers,Front End Web Developer,smyers74@gmail.com,9661053267,,Nizamabad,Telangana,India
22345,Samarth Nelson,Front End UX Web Accessibility Developer,samarthnelson@gmail.com,7342495148,,Belagavi,Karnataka,India
22346,Samarth Owen,"Web Developer, Web Designer Web Developer, Web Designer",samarthowen@gmail.com,8324563893,,Geelong,Victoria,Australia
22347,Samarth Palmer,Front-End Developer Intern,spalmer53@gmail.com,7255310140,,Bengaluru,Karnataka,India
22348,Samarth Parker,Senior Front-End Developer,samarth_parker@gmail.com,7983800482,,Burnaby,British Columbia,Canada
22349,Samarth Payne,Michael Gamatero,spayne14@gmail.com,9060556790,http://www.linkedin.com/in/michael-gamatero,Nashik,Maharashtra,India
22350,Samarth Pearce,Max Sokolovsky,spearce25@gmail.com,8244102034,lumonad,Brampton,Ontario,Canada
22351,Samarth Pearson,Clairton,samarth.pearson@gmail.com,6400569887,,Los Angeles,California,United States
22352,Samarth Phillips,Sr. UI Developer,samarth_phillips@gmail.com,6615151840,,Dallas,Texas,United States
22353,Samarth Porter,Terry Di Luzio,sporter44@gmail.com,6774739294,https://www.linkedin.com/in/terrydiluzio?jobid=1234&lipi=urn%3Ali%3Apage%3Ad_jobs_easyapply_pdfgenresume%3Bg57Ar671TFWHBdER6zKltw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_jobs_easyapply_pdfgenresume-v02_profile,Madurai,Tamil Nadu,India
22354,Samarth Powell,Digital Web Content Manager Developer (Contract),samarthpowell@gmail.com,7620513305,,Pune,Maharashtra,India
22355,Samarth Price,Web Designer / Store Owner/Manager,samarthprice@gmail.com,6079250329,,New Delhi,Delhi,India
22356,Samarth Reed,Founder Founder Founder,samarth_reed@gmail.com,9370785317,,Nashik,Maharashtra,India
22357,Samarth Reynolds,Front- End Developer,samarth.reynolds@gmail.com,7871034133,,Khammam,Telangana,India
22358,Samarth Richards,"Senior UI Engineer, Team Lead",samarth_richards@gmail.com,9492491785,http://www.linkedin.com/in/gospodinova,Victoria,British Columbia,Canada
22359,Samarth Richardson,Sr. UI Developer,srichardson21@gmail.com,8935347264,,Bendigo,Victoria,Australia
22360,Samarth Roberts,Freelance web development for Boston area digital agencies,samarth.roberts@gmail.com,9394016176,,Vadodara,Gujarat,India
22361,Samarth Awasthi,Front End Developer,samarth_awasthi@gmail.com,7616350774,,Ballarat,Victoria,Australia
22362,Samarth Dube,Java Developer,samarth_dube@gmail.com,7789614002,,Brisbane,Queensland,Australia
22363,Samarth Grewal,Front end Developer,samarth_grewal@gmail.com,8811622681,,Karimnagar,Telangana,India
22364,Samarth Guptan,Front End Developer,samarthguptan@gmail.com,6670683008,,Yonkers,New York,United States
22365,Samarth Haldar,Contractor Contractor,samarth_haldar@gmail.com,6816970402,,San Francisco,California,United States
22366,Samarth Kapany,UX Designer UX Designer UX Designer,skapany65@gmail.com,8209317946,http://behance.net/polinashumanova,Cairns,Queensland,Australia
22367,Samarth Lal,Full Stack .Net Developer,samarth_lal@gmail.com,6853567998,,Aurora,Illinois,United States
22368,Samarth Majumdar,Sr. Java/J2EE Front End UI Developer,samarth_majumdar@gmail.com,6323468834,,Pune,Maharashtra,India
22369,Samarth Meena,Software Developer,smeena55@gmail.com,9382147693,,Cairns,Queensland,Australia
22370,Samarth Nigam,Senior Digital Strategist,samarth_nigam@gmail.com,7599720738,,Gold Coast,Queensland,Australia
22371,Samarth Patel,Dan Basinski,spatel59@gmail.com,7623437718,https://www.linkedin.com/in/dan-basinski-69a45a79,Brampton,Ontario,Canada
22372,Samarth Rao,Front End Developer,srao75@gmail.com,7919328252,,Sacramento,California,United States
22373,Samarth Ray,Senior C#/.Net Developer,samarth_ray@gmail.com,8703046061,,San Jose,California,United States
22374,Samarth Reddy,Senior C#/.Net Developer,samarth.reddy@gmail.com,9676347468,,Syracuse,New York,United States
22375,Samarth Samant,Developer Developer,samarth_samant@gmail.com,7162253812,http://www.linkedin.com/in/wilwaldon,Nizamabad,Telangana,India
22376,Samarth Sarabhai,Project Coordinator,samarth_sarabhai@gmail.com,7230107831,,Vadodara,Gujarat,India
22377,Samarth Sen,"Senior WordPress Developer, Pearson",samarthsen@gmail.com,9501718000,,Richmond,British Columbia,Canada
22378,Samarth Shekhar,Front End/Back End Web Developer,samarth.shekhar@gmail.com,6809093014,,Glasgow,Scotland,United Kingdom
22379,Samarth Soni,Sr. UI Developer,samarth.soni@gmail.com,6960534728,,Yonkers,New York,United States
22380,Samarth Thakur,Lead Front-End Engineer,samarththakur@gmail.com,6432087695,http://www.linkedin.com/in/n-flux,Mysuru,Karnataka,India
22381,Samarth Uppal,Front- end Web Developer,samarthuppal@gmail.com,6145835381,,Rajkot,Gujarat,India
22382,Samarth Vyas,Lead Front End UI Engineer,samarth.vyas@gmail.com,9360931215,,Rajkot,Gujarat,India
22383,Samarth Bhonsle,Front- End Developer,sbhonsle57@gmail.com,7206282952,,Belagavi,Karnataka,India
22384,Samarth Chakravarty,Client-Side Developer,samarth_chakravarty@gmail.com,9415161501,,Gandhinagar,Gujarat,India
22385,Samarth Khattar,Front End Engineer,samarth.khattar@gmail.com,6025257388,,Brampton,Ontario,Canada
22386,Samarth Atkinson,Shalom,samarth.atkinson@gmail.com,9192170400,,Pune,Maharashtra,India
22387,Samarth Barton,Software Developer,samarth_barton@gmail.com,8059533766,,Nagpur,Maharashtra,India
22388,Samarth Booth,Front- End Web Developer,sbooth79@gmail.com,9353772609,,Bengaluru,Karnataka,India
22389,Samarth Burgess,AEM Content Author,sburgess91@gmail.com,7360049538,,Rajkot,Gujarat,India
22390,Samarth Clayton,Principal Front End Technical Consultant,sclayton89@gmail.com,6969356006,,Melton,Victoria,Australia
22391,Samarth Crosby,Senior UX/UI Designer,samarthcrosby@gmail.com,6891026057,http://www.linkedin.com/in/scottnero,Orlando,Florida,United States
22392,Samarth Davenport,Don Di Smith,samarth_davenport@gmail.com,8577430140,https://www.linkedin.com/in/dondismith,Belagavi,Karnataka,India
22393,Samarth Glover,Front-end Developer,sglover67@gmail.com,6915543428,,Inverness,Scotland,United Kingdom
22394,Samarth Hampton,Taurean Wooley,samarthhampton@gmail.com,7037647329,http://taureanwooley.com,Gandhinagar,Gujarat,India
22395,Samarth Hardy,Digital Media Manager,shardy50@gmail.com,6072592891,,Hyderabad,Telangana,India
22396,Samarth Harrington,Dan Burfield,samarthharrington@gmail.com,7559331149,http://linkedin.com/in/dan-burfield,Gandhinagar,Gujarat,India
22397,Samarth Holt,Full Stack Developer,samarthholt@gmail.com,6580953728,,Belagavi,Karnataka,India
22398,Samarth Kendall,Jonathan Chaplin,samarth.kendall@gmail.com,9548242926,http://linkedin.com/in/jrchaplin,Thane,Maharashtra,India
22399,Samarth Lambert,Senior React JS Developer,samarthlambert@gmail.com,7961183173,,Karimnagar,Telangana,India
22400,Samarth Mercer,Front End / Tech Lead,samarth_mercer@gmail.com,6906351278,,Bangor,Wales,United Kingdom
22401,Samarth Newton,Front End Developer,samarth.newton@gmail.com,7351788146,,Bengaluru,Karnataka,India
22402,Samarth Perkins,Senior Front-End/UI Developer,samarth_perkins@gmail.com,6123893214,,Madurai,Tamil Nadu,India
22403,Samarth Potter,Web Development Engineer,spotter41@gmail.com,8261203778,,Rochester,New York,United States
22404,Samarth Preston,Front- end Developer,samarth_preston@gmail.com,8313700340,https://www.linkedin.com/in/vikram-singh-b6117a188,Leeds,England,United Kingdom
22405,Samarth Rowe,Job Seeker,samarthrowe@gmail.com,8401383683,http://amanovishnu.github.io,Miami,Florida,United States
22406,Samarth Sinclair,undisclosed,samarthsinclair@gmail.com,9559269693,,Ahmedabad,Gujarat,India
22407,Samarth Sutton,WordPress Developer,samarth.sutton@gmail.com,7787853950,,Fort Worth,Texas,United States
22408,Samarth Underwood,Designer/ Developer,samarth_underwood@gmail.com,7941879379,,Ballarat,Victoria,Australia
22409,Samarth Vance,Helena Kwan,samarth.vance@gmail.com,9897843951,https://www.linkedin.com/in/helenakwan,Warangal,Telangana,India
22410,Samarth Webster,Web Manager,samarthwebster@gmail.com,6190835891,,Springfield,Illinois,United States
22411,Shaurya Acharya,Senior Front End Developer,shaurya_acharya@gmail.com,7276475092,,Dallas,Texas,United States
22412,Shaurya Adhikari,Senior Email Developer,shauryaadhikari@gmail.com,6691669696,http://www.responsiveemailcoding.com,San Francisco,California,United States
22413,Shaurya Agarwal,Full-Stack .Net Developer,sagarwal98@gmail.com,6419035291,,Gandhinagar,Gujarat,India
22414,Shaurya Agnihotri,UI Developer / React JS Developer,shaurya.agnihotri@gmail.com,7139318596,,Vadodara,Gujarat,India
22415,Shaurya Ahuja,Patti Love,sahuja47@gmail.com,8800925041,http://www.linkedin.com/in/patti-love-b647007,New Delhi,Delhi,India
22416,Shaurya Ahluwalia,Service Now Developer,shaurya_ahluwalia@gmail.com,8937206690,,Tiruchirappalli,Tamil Nadu,India
22417,Shaurya Bajpai,Kyanon Digital,shaurya_bajpai@gmail.com,7569981900,,Cardiff,Wales,United Kingdom
22418,Shaurya Bakshi,Front End Web Developer,shaurya_bakshi@gmail.com,7793406948,,Bangor,Wales,United Kingdom
22419,Shaurya Balakrishnan,ReactJS Developer,sbalakrishnan67@gmail.com,9120335306,,Mysuru,Karnataka,India
22420,Shaurya Banerjee,Sr. Frontend UI Developer,shauryabanerjee@gmail.com,9740159742,,Bengaluru,Karnataka,India
22421,Shaurya Bansal,Sr. UI/ Front- End- Developer/ Mean Stack Developer,shaurya_bansal@gmail.com,9630430748,,Vadodara,Gujarat,India
22422,Shaurya Barman,INDEPENDENT WEB DEVELOPER,shaurya.barman@gmail.com,6219672244,http://www.linkedin.com/in/rjdiepenbrock,Naperville,Illinois,United States
22423,Shaurya Bedi,Bilal,shaurya.bedi@gmail.com,8301566123,,Chennai,Tamil Nadu,India
22424,Shaurya Bhaduri,Web Application Architect,shaurya.bhaduri@gmail.com,9398871702,,Rajkot,Gujarat,India
22425,Shaurya Bhagat,Technical Scrum Master,shaurya_bhagat@gmail.com,7518834510,,Longueuil,Quebec,Canada
22426,Shaurya Bhandari,Lead UX Designer & Front-End Developer,sbhandari58@gmail.com,7171706780,https://www.linkedin.com/in/nemogrant/,Rajkot,Gujarat,India
22427,Shaurya Bhardwaj,Director of Marketing / Sr Graphic Website Designer,sbhardwaj9@gmail.com,6931835343,,Surrey,British Columbia,Canada
22428,Shaurya Bhat,Jaya Sai Kishan Chapparam,shaurya.bhat@gmail.com,6436307041,https://www.linkedin.com/in/jaya-sai-kishan-chapparam,Gatineau,Quebec,Canada
22429,Shaurya Bhatia,Senior UI Developer,shaurya_bhatia@gmail.com,8557776474,,Maitland,New South Wales,Australia
22430,Shaurya Bhatnagar,Lead Interaction Designer,sbhatnagar71@gmail.com,6535927197,,San Francisco,California,United States
22431,Shaurya Bhatt,Lead Marketing Strategist/ Project Manager,shaurya_bhatt@gmail.com,8685909505,,London,England,United Kingdom
22432,Shaurya Bhattacharya,Technical Co-Founder,sbhattacharya4@gmail.com,8795304516,http://linkedin.com/in/nickfoden,Maitland,New South Wales,Australia
22433,Shaurya Chakraborty,Sr. UI Developer,shauryachakraborty@gmail.com,6871160143,,Quebec City,Quebec,Canada
22434,Shaurya Chatterjee,Clotaire Damy,shaurya_chatterjee@gmail.com,7242195171,https://www.linkedin.com/in/clotairedamy,Pune,Maharashtra,India
22435,Shaurya Chaturvedi,Front End Web developer • Freelance,schaturvedi73@gmail.com,8660613325,,Newport,Wales,United Kingdom
22436,Shaurya Chaudhry,Front- End Developer,shauryachaudhry@gmail.com,9973355093,,Jacksonville,Florida,United States
22437,Shaurya Chauhan,Administrative Secretary,schauhan93@gmail.com,6655567228,,Vadodara,Gujarat,India
22438,Shaurya Chopra,Jr. Front End Programmer,shaurya.chopra@gmail.com,9197119420,https://linkedin.com/in/francheska-guzman,Karimnagar,Telangana,India
22439,Shaurya Choudhury,Front- End Developer,shaurya_choudhury@gmail.com,6805352167,,Naperville,Illinois,United States
22440,Shaurya Dalal,Front End Web & Mobile Applications Developer (Freelance),shaurya_dalal@gmail.com,6395555874,,Madurai,Tamil Nadu,India
22441,Shaurya Das,Self Employed,shaurya.das@gmail.com,7191290676,https://github.com/eshoberg,Dallas,Texas,United States
22442,Shaurya Dasgupta,Web Developer,sdasgupta55@gmail.com,8862088918,,Chennai,Tamil Nadu,India
22443,Shaurya Dave,"Web/Graphic Designer, E-Commerce & Marketing Specialist",shaurya.dave@gmail.com,8155385144,,Nizamabad,Telangana,India
22444,Shaurya Deshmukh,Test Proctor Test Proctor,shauryadeshmukh@gmail.com,6277943220,,Mysuru,Karnataka,India
22445,Shaurya Deshpande,Full Stack Web Developer,sdeshpande68@gmail.com,9957879813,,Bendigo,Victoria,Australia
22446,Shaurya Dewan,Front End /Web Developer,shaurya_dewan@gmail.com,6044160040,,San Jose,California,United States
22447,Shaurya Dey,Front End /Web Developer,shauryadey@gmail.com,6267289735,,Sydney,New South Wales,Australia
22448,Shaurya Dhar,Sr. Front End UI Engineer/Lead,sdhar88@gmail.com,6056522870,,Vadodara,Gujarat,India
22449,Shaurya Dhawan,Applications Manager,shaurya.dhawan@gmail.com,9997484310,,Hubballi,Karnataka,India
22450,Shaurya Dixit,Lavu Albuquerque,shaurya_dixit@gmail.com,7923410822,http://www.linkedin.com/in/nathanhungate,Cairns,Queensland,Australia
22451,Shaurya Dubey,Network Administrator (On Call) Network Administrator (On Call) Full Stack Software Engineer,sdubey21@gmail.com,8678236415,https://www.linkedin.com/in/alexandrugutu,San Antonio,Texas,United States
22452,Shaurya Dutta,Designer / Front-End Developer,shaurya_dutta@gmail.com,6330713655,,Tampa,Florida,United States
22453,Shaurya Dwivedi,Front End Web Developer,shauryadwivedi@gmail.com,8123809580,https://www.linkedin.com/in/louiscarterjr/,Mysuru,Karnataka,India
22454,Shaurya Gandhi,Web Developer / UX Engineer / UI Developer / UI Architect,shaurya_gandhi@gmail.com,7259843102,,Melton,Victoria,Australia
22455,Shaurya Ganguly,Azure Engineer,shaurya_ganguly@gmail.com,6221997032,,Mumbai,Maharashtra,India
22456,Shaurya Garg,Software Engineer,shaurya_garg@gmail.com,8796401758,,Tweed Heads,New South Wales,Australia
22457,Shaurya Gaikwad,Front End Developer,shauryagaikwad@gmail.com,8101519198,,Salem,Tamil Nadu,India
22458,Shaurya Gautam,Front End Developer,shauryagautam@gmail.com,8314524397,,Sacramento,California,United States
22459,Shaurya Ghoshal,Sr. UX Designer / UI Developer,sghoshal58@gmail.com,8239256290,,Fort Worth,Texas,United States
22460,Shaurya Ghosh,Sales Representative,shauryaghosh@gmail.com,8601453797,,Vancouver,British Columbia,Canada
22461,Shaurya Gill,Front end Developer,shaurya.gill@gmail.com,7532134144,,Los Angeles,California,United States
22462,Shaurya Goel,Homero Tristan,shauryagoel@gmail.com,8068651720,https://ibm.biz/HT-LinkedIn,Mumbai,Maharashtra,India
22463,Shaurya Gokhale,Director of Technology,shaurya_gokhale@gmail.com,8677081017,,Belagavi,Karnataka,India
22464,Shaurya Goswami,Professional Programmer Analyst,sgoswami62@gmail.com,7286179582,,Nashik,Maharashtra,India
22465,Shaurya Grover,Front End Developer,shaurya.grover@gmail.com,8378452014,,Austin,Texas,United States
22466,Shaurya Guha,Nic Inc,shaurya.guha@gmail.com,7594689951,willzedavis.5l5agency.com,Mumbai,Maharashtra,India
22467,Shaurya Gulati,Health Guide CC4- National Large Group,shauryagulati@gmail.com,9583805748,,Nizamabad,Telangana,India
22468,Shaurya Gupta,Conversion Rate Optimization Specialist,shaurya.gupta@gmail.com,8816138739,,Mumbai,Maharashtra,India
22469,Shaurya Hegde,Systems Analyst,shauryahegde@gmail.com,9831554323,,Cairns,Queensland,Australia
22470,Shaurya Iyengar,Lee Gainer,shaurya_iyengar@gmail.com,9270924494,,Quebec City,Quebec,Canada
22471,Shaurya Iyer,Adam,siyer20@gmail.com,6707399046,http://www.linkedin.com/in/adammayfield,Nagpur,Maharashtra,India
22472,Shaurya Jadhav,Front End Developer,shaurya_jadhav@gmail.com,8139143014,,Richmond,British Columbia,Canada
22473,Shaurya Jain,UX/UI/ Front- end/Web Developer,shauryajain@gmail.com,6478865073,,Sacramento,California,United States
22474,Shaurya Jaiswal,"Senior Front End Engineer, Identity Guard",shauryajaiswal@gmail.com,8831453380,,Vadodara,Gujarat,India
22475,Shaurya Jha,Gabriel Perez,sjha61@gmail.com,7227690613,https://www.linkedin.com/in/gabriel-perez-graphics/,Bendigo,Victoria,Australia
22476,Shaurya Joshi,WordPress Developer WordPress Developer Design and Support Specialist,shaurya.joshi@gmail.com,7117816228,,Gandhinagar,Gujarat,India
22477,Shaurya Kale,Front- End Web Developer/Graphic Designer,shauryakale@gmail.com,6495464977,,Mumbai,Maharashtra,India
22478,Shaurya Kapoor,David Rhoden,shaurya.kapoor@gmail.com,6880414854,,Mississauga,Ontario,Canada
22479,Shaurya Kashyap,Consultant (web developer),shaurya.kashyap@gmail.com,8044384941,,Salem,Tamil Nadu,India
22480,Shaurya Kaul,Ledian Morales,shaurya.kaul@gmail.com,9499748509,,Laval,Quebec,Canada
22481,Shaurya Kaur,"WEB DEVELOPER, MANAGER WEB DEVELOPER, MANAGER WEB DEVELOPER, MANAGER - AMERICAN BYSTANDER",shauryakaur@gmail.com,9148094602,,Pune,Maharashtra,India
22482,Shaurya Khanna,Senior SharePoint Developer/ Front End Engineer,skhanna75@gmail.com,7327547259,,Khammam,Telangana,India
22483,Shaurya Khatri,Front End Developer,shaurya_khatri@gmail.com,9927735444,,Vadodara,Gujarat,India
22484,Shaurya Kothari,Brian Scott Boyd,shaurya.kothari@gmail.com,7391810374,https://www.linkedin.com/in/brianscottboyd,Swansea,Wales,United Kingdom
22485,Shaurya Kulkarni,Jacob Webster,shaurya.kulkarni@gmail.com,9667102612,https://www.linkedin.com/in/jacobwebster,Surat,Gujarat,India
22486,Shaurya Kumar,Cloud Engineer,shaurya.kumar@gmail.com,9474757277,,Hubballi,Karnataka,India
22487,Shaurya Mahajan,Co-Founder & Developer,shauryamahajan@gmail.com,6993400830,https://www.linkedin.com/in/anicicluka/,Townsville,Queensland,Australia
22488,Shaurya Mahapatra,Montgomery,shauryamahapatra@gmail.com,6097811400,,Mumbai,Maharashtra,India
22489,Shaurya Maheshwari,IT Specialist,shaurya_maheshwari@gmail.com,8880555061,,Cairns,Queensland,Australia
22490,Shaurya Malhotra,Front End Developer,shaurya.malhotra@gmail.com,7904281306,,Warangal,Telangana,India
22491,Shaurya Malik,Key.com Operations Manager,shauryamalik@gmail.com,6823908074,,Melton,Victoria,Australia
22492,Shaurya Mathur,Senior Software Engineer,shauryamathur@gmail.com,7241161750,,Aurora,Illinois,United States
22493,Shaurya Mehra,Lead Visual Designer and Front-End Developer,shauryamehra@gmail.com,6954317604,,Mangaluru,Karnataka,India
22494,Shaurya Mehta,Lowell,shaurya.mehta@gmail.com,9213886583,,Bengaluru,Karnataka,India
22495,Shaurya Menon,Lead Developer,shauryamenon@gmail.com,8423252989,,Newcastle,New South Wales,Australia
22496,Shaurya Mishra,Software Engineer Software Engineer Web Developer,shauryamishra@gmail.com,8408896156,,Cardiff,Wales,United Kingdom
22497,Shaurya Misra,"Front End Developer, UX Designer",smisra5@gmail.com,8386285180,,Tiruchirappalli,Tamil Nadu,India
22498,Shaurya Mittal,Director of Public Relations,shaurya_mittal@gmail.com,7799110085,http://www.linkedin.com/in/jvkrakowski,Liverpool,England,United Kingdom
22499,Shaurya Modi,Brian Hava,shaurya_modi@gmail.com,6720001470,http://linkedin.com/in/brianhava,Aberdeen,Scotland,United Kingdom
22500,Shaurya Mohanty,Ashley Jaynes,shaurya.mohanty@gmail.com,7865290578,http://www.linkedin.com/in/ashleyjaynes,Nagpur,Maharashtra,India
22501,Shaurya Mukherjee,Web Developer,shaurya_mukherjee@gmail.com,6826271952,,Belagavi,Karnataka,India
22502,Shaurya Mukhopadhyay,Software Engineer Software Engineer Software Engineer - Anomalix,shauryamukhopadhyay@gmail.com,8074551305,,Belagavi,Karnataka,India
22503,Shaurya Nagar,"Clinton Township, MI",snagar80@gmail.com,9144807027,,Mangaluru,Karnataka,India
22504,Shaurya Naidu,UI Designer/ Web Production Specialist,shaurya_naidu@gmail.com,6937700958,,Coimbatore,Tamil Nadu,India
22505,Shaurya Naik,Galyna Verbylo,shauryanaik@gmail.com,6060240987,http://www.linkedin.com/pub/galyna-verbylo/40/457/920,Nizamabad,Telangana,India
22506,Shaurya Nair,Front-end Web Developer,shaurya.nair@gmail.com,6742251096,,Chicago,Illinois,United States
22507,Shaurya Nambiar,UI Developer UI Developer Interactive Media & Web Specialist,snambiar87@gmail.com,8666565960,http://www.linkedin.com/in/jkirchartz,Tiruchirappalli,Tamil Nadu,India
22508,Shaurya Nanda,Leroy Rosales,shaurya_nanda@gmail.com,8987461976,linkedin.com/in/leroyrosales,New Delhi,Delhi,India
22509,Shaurya Narang,Web Application Developer,snarang28@gmail.com,8365045892,,Chennai,Tamil Nadu,India
22510,Shaurya Narayan,Creative Director,shauryanarayan@gmail.com,7662919581,,Coimbatore,Tamil Nadu,India
22511,Shaurya Abbott,Brandon Estevez,sabbott63@gmail.com,9676957773,https://www.linkedin.com/pub/brandon-estevez/59/235/8b2,Aurora,Illinois,United States
22512,Shaurya Adams,Job Seeker,shauryaadams@gmail.com,8087847316,,Karimnagar,Telangana,India
22513,Shaurya Allen,Graphic and Web Designer,shauryaallen@gmail.com,6111562522,,Gandhinagar,Gujarat,India
22514,Shaurya Anderson,Juan Alonso,shaurya.anderson@gmail.com,9949280623,http://www.LinkedIn.com/pub/juan-alonso/8/b68/570,Mysuru,Karnataka,India
22515,Shaurya Armstrong,Front End Developer,shaurya.armstrong@gmail.com,8930150542,,Vadodara,Gujarat,India
22516,Shaurya Bailey,Front End Developer,sbailey68@gmail.com,6134352104,,Khammam,Telangana,India
22517,Shaurya Baker,Frontend developer,shauryabaker@gmail.com,9215386707,,Mangaluru,Karnataka,India
22518,Shaurya Barker,Brett Slone,shauryabarker@gmail.com,7638238419,BrettSlone.com,Edinburgh,Scotland,United Kingdom
22519,Shaurya Barnes,Wardrobe Attendant Wardrobe Attendant Game Designer/ Developer/Graphics Designer,sbarnes83@gmail.com,7688804997,,Chennai,Tamil Nadu,India
22520,Shaurya Bell,Front- End Web Developer,shauryabell@gmail.com,8979360814,https://www.linkedin.com/in/hliebenberg,Karimnagar,Telangana,India
22521,Shaurya Bennett,Senior Front-end Developer,shaurya_bennett@gmail.com,9427708184,,Manchester,England,United Kingdom
22522,Shaurya Blackwood,Sales Manager,sblackwood52@gmail.com,9116322282,,Toronto,Ontario,Canada
22523,Shaurya Bradley,PHP Web Developer,shaurya.bradley@gmail.com,6090449822,http://www.linkedin.com/in/davidbania,Hyderabad,Telangana,India
22524,Shaurya Brooks,UI Engineer (Consultant),shaurya.brooks@gmail.com,9528618253,,Bengaluru,Karnataka,India
22525,Shaurya Brown,Front-End Developer,shaurya.brown@gmail.com,9819123156,,Gandhinagar,Gujarat,India
22526,Shaurya Butler,Web Development Lead,shauryabutler@gmail.com,9591683182,http://linkedin.com/in/mike-mww,Pune,Maharashtra,India
22527,Shaurya Campbell,Front-end developer,shaurya.campbell@gmail.com,6733503264,,Cairns,Queensland,Australia
22528,Shaurya Carter,Derek Reidy,shaurya_carter@gmail.com,7930059017,https://www.linkedin.com/in/derekreidy,Sunshine Coast,Queensland,Australia
22529,Shaurya Chapman,Front-end Developer,schapman64@gmail.com,6000893496,,Nizamabad,Telangana,India
22530,Shaurya Clark,"PRODUCT, UX & DESIGN LEADERSHIP",shaurya.clark@gmail.com,8403549071,,Ottawa,Ontario,Canada
22531,Shaurya Clarke,Full Stack JavaScript and React Js Developer,shaurya.clarke@gmail.com,6610414178,https://www.linkedin.com/in/aaron-app-brewer/,Salem,Tamil Nadu,India
22532,Shaurya Cole,Front End Web Developer,shaurya_cole@gmail.com,8306419932,,Rajkot,Gujarat,India
22533,Shaurya Collins,Full Stack Web Developer • Graphic Designer,shaurya_collins@gmail.com,9927815872,,Karimnagar,Telangana,India
